# DO NOT EDIT: written Thu Mar 14 18:48:37 2019 by wrt_emiss_fe17.pro
# faked emissivities [1e-23 ergs cm^3/s] for Fe17 lines from Del Zanna 2011, A&A 536, A59
# emissivities include ion balance, but not abundance, and are spline and ion balance jittered off of emiss_Fe17_00000.txt
# line 6 -- SEED, LOGT
# lines 7+ -- WVL, EMISSIVITY
      277405	4.00	4.05	4.10	4.15	4.20	4.25	4.30	4.35	4.40	4.45	4.50	4.55	4.60	4.65	4.70	4.75	4.80	4.85	4.90	4.95	5.00	5.05	5.10	5.15	5.20	5.25	5.30	5.35	5.40	5.45	5.50	5.55	5.60	5.65	5.70	5.75	5.80	5.85	5.90	5.95	6.00	6.05	6.10	6.15	6.20	6.25	6.30	6.35	6.40	6.45	6.50	6.55	6.60	6.65	6.70	6.75	6.80	6.85	6.90	6.95	7.00	7.05	7.10	7.15	7.20	7.25	7.30	7.35	7.40	7.45	7.50	7.55	7.60	7.65	7.70	7.75	7.80	7.85	7.90	7.95	8.00
15.0130	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	1.3997770e-07	2.0848348e-05	0.0015342463	0.058747466	1.1861254	12.769763	76.177954	271.45478	653.89205	1226.9734	1973.6638	2857.7101	3808.6112	4711.6819	5411.1890	5735.3636	5543.4209	4797.2343	3624.7408	2316.3924	1205.0883	491.19699	153.00171	36.952533	7.3945939	1.3382591	0.23479702	0.041602817	0.0076016866	0.0014408478	0.00028365994	5.4106628e-05	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
17.0510	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	2.9884976e-07	3.9652576e-05	0.0026430679	0.092852343	1.7358010	17.421745	97.386033	326.52692	742.63207	1319.3275	2013.1338	2767.3131	3501.0874	4109.5443	4474.6733	4492.6681	4109.8730	3362.9521	2399.5701	1445.9642	708.37933	271.65460	79.589884	18.093552	3.4137293	0.58385183	0.097073793	0.016349174	0.0028488321	0.00051672737	9.7671731e-05	1.7942144e-05	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
17.0960	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	3.2397203e-07	4.1982729e-05	0.0027180302	0.092396976	1.6674106	16.106995	86.277844	275.49837	592.36420	987.66487	1433.7010	1918.5131	2363.8342	2703.2877	2869.0482	2808.8867	2506.2872	2000.6961	1392.6575	818.43698	390.77367	145.91238	41.581786	9.1864091	1.6831347	0.27943249	0.045096540	0.0073740654	0.0012479648	0.00021993983	4.0412880e-05	7.2200355e-06	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
16.7760	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	2.6584150e-07	3.5389662e-05	0.0023491357	0.081710195	1.5061147	14.920799	82.477042	273.31892	612.65963	1070.9921	1604.0647	2156.8740	2660.1609	3053.2262	3280.3735	3276.6571	3000.3839	2467.3999	1772.8458	1075.8227	530.59993	204.78990	60.365482	13.801394	2.6176894	0.44991929	0.075157214	0.012715444	0.0022254264	0.00040538701	7.6948919e-05	1.4194365e-05	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
15.2620	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	4.2915634e-08	6.3166902e-06	0.00046088500	0.017540347	0.35251002	3.7786059	22.427884	79.456500	190.16419	354.37744	566.07054	814.12953	1078.0130	1324.9941	1511.4905	1590.5333	1525.1944	1308.3019	978.73395	618.39193	317.59483	127.61391	39.133835	9.2938170	1.8268215	0.32443186	0.055797371	0.0096799472	0.0017305976	0.00032108878	6.1976847e-05	1.1623316e-05	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
12.1240	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	2.9112987e-09	5.5722826e-07	5.1299903e-05	0.0023990346	0.057900081	0.73098468	5.0284445	20.374849	55.132391	114.88698	202.99157	319.40576	457.68178	602.22755	728.30168	805.65110	806.32049	717.47706	553.88650	359.53112	188.97504	77.464506	24.175094	5.8342677	1.1645778	0.20997967	0.036672799	0.0064650636	0.0011751885	0.00022165776	4.3441764e-05	8.2530646e-06	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
12.2640	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	2.8416939e-09	5.3565847e-07	4.8791436e-05	0.0022663285	0.054475828	0.68588818	4.7041001	18.964637	50.926674	105.13199	183.87952	286.49502	407.07620	532.44805	641.60473	708.47844	708.68718	630.72968	487.17570	316.49104	166.55783	68.390682	21.389034	5.1749282	1.0357356	0.18720467	0.032754951	0.0057793761	0.0010501699	0.00019781776	3.8701968e-05	7.3409128e-06	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
13.8250	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	5.7283004e-09	9.0941247e-07	7.1364916e-05	0.0029201088	0.063167917	0.72988814	4.6717772	17.808401	45.608334	90.386371	152.67717	231.03712	320.62892	412.00290	490.54873	537.72597	535.77067	475.89524	367.09784	238.06467	124.98065	51.159624	15.940940	3.8402833	0.76507973	0.13767290	0.023988341	0.0042176377	0.00076469591	0.00014393635	2.8178332e-05	5.3551525e-06	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
15.4530	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	1.4148429e-08	2.1462361e-06	0.00015990750	0.0060956187	0.12053553	1.2531778	7.1303420	23.975790	53.997483	94.008771	139.46862	185.48223	226.55649	256.73099	270.03333	262.06243	231.87751	183.67164	127.00420	74.261018	35.353783	13.196759	3.7698744	0.83711411	0.15455793	0.025918879	0.0042338658	0.00070200556	0.00012066501	2.1629010e-05	4.0466029e-06	7.3671173e-07	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
