       8       7      21.6020      26      30
26,5.50,5.60,5.70,5.80,5.90,6.00,6.10,6.20,6.30,6.40,6.50,6.60,6.70,6.80,6.90,7.00,7.10,7.20,7.30,7.40,7.50,7.60,7.70,7.80,7.90,8.00
7.0,2.5164936e-19,1.7607222e-17,5.0824915e-16,7.2698892e-15,5.9575858e-14,3.1386036e-13,1.1658300e-12,3.2876036e-12,7.4657486e-12,1.4304634e-11,2.3983308e-11,3.6173687e-11,5.0138668e-11,6.4936484e-11,7.9628634e-11,9.3429818e-11,1.0577365e-10,1.1629790e-10,1.2483706e-10,1.3137525e-10,1.3599053e-10,1.3881464e-10,1.4000724e-10,1.3974205e-10,1.3820259e-10,1.3557516e-10
7.2,2.5071527e-19,1.7544467e-17,5.0656163e-16,7.2481613e-15,5.9421419e-14,3.1318166e-13,1.1638059e-12,3.2831881e-12,7.4583368e-12,1.4294771e-11,2.3972824e-11,3.6165071e-11,5.0134063e-11,6.4936953e-11,7.9634029e-11,9.3439113e-11,1.0578544e-10,1.1631078e-10,1.2484995e-10,1.3138740e-10,1.3600152e-10,1.3882430e-10,1.4001556e-10,1.3974912e-10,1.3820854e-10,1.3558014e-10
7.4,2.5071623e-19,1.7544531e-17,5.0656335e-16,7.2481832e-15,5.9421574e-14,3.1318234e-13,1.1638079e-12,3.2831925e-12,7.4583442e-12,1.4294781e-11,2.3972835e-11,3.6165079e-11,5.0134068e-11,6.4936952e-11,7.9634023e-11,9.3439104e-11,1.0578543e-10,1.1631077e-10,1.2484993e-10,1.3138739e-10,1.3600151e-10,1.3882429e-10,1.4001556e-10,1.3974911e-10,1.3820853e-10,1.3558013e-10
7.6,2.5071774e-19,1.7544632e-17,5.0656606e-16,7.2482180e-15,5.9421820e-14,3.1318342e-13,1.1638111e-12,3.2831994e-12,7.4583558e-12,1.4294796e-11,2.3972851e-11,3.6165093e-11,5.0134075e-11,6.4936952e-11,7.9634015e-11,9.3439090e-11,1.0578541e-10,1.1631075e-10,1.2484991e-10,1.3138737e-10,1.3600149e-10,1.3882428e-10,1.4001554e-10,1.3974910e-10,1.3820852e-10,1.3558013e-10
7.8,2.5072013e-19,1.7544792e-17,5.0657035e-16,7.2482730e-15,5.9422210e-14,3.1318513e-13,1.1638161e-12,3.2832104e-12,7.4583742e-12,1.4294820e-11,2.3972877e-11,3.6165114e-11,5.0134086e-11,6.4936950e-11,7.9634002e-11,9.3439067e-11,1.0578538e-10,1.1631072e-10,1.2484988e-10,1.3138734e-10,1.3600146e-10,1.3882426e-10,1.4001552e-10,1.3974909e-10,1.3820851e-10,1.3558012e-10
8.0,2.5072392e-19,1.7545046e-17,5.0657715e-16,7.2483603e-15,5.9422827e-14,3.1318783e-13,1.1638242e-12,3.2832278e-12,7.4584033e-12,1.4294859e-11,2.3972917e-11,3.6165147e-11,5.0134104e-11,6.4936948e-11,7.9633981e-11,9.3439031e-11,1.0578533e-10,1.1631067e-10,1.2484983e-10,1.3138729e-10,1.3600142e-10,1.3882422e-10,1.4001549e-10,1.3974906e-10,1.3820849e-10,1.3558010e-10
8.2,2.5072991e-19,1.7545448e-17,5.0658793e-16,7.2484985e-15,5.9423805e-14,3.1319211e-13,1.1638369e-12,3.2832554e-12,7.4584494e-12,1.4294920e-11,2.3972982e-11,3.6165200e-11,5.0134132e-11,6.4936945e-11,7.9633948e-11,9.3438975e-11,1.0578526e-10,1.1631059e-10,1.2484976e-10,1.3138722e-10,1.3600136e-10,1.3882416e-10,1.4001544e-10,1.3974902e-10,1.3820845e-10,1.3558007e-10
8.4,2.5073941e-19,1.7546084e-17,5.0660498e-16,7.2487171e-15,5.9425353e-14,3.1319888e-13,1.1638570e-12,3.2832991e-12,7.4585225e-12,1.4295017e-11,2.3973085e-11,3.6165284e-11,5.0134176e-11,6.4936940e-11,7.9633895e-11,9.3438885e-11,1.0578515e-10,1.1631047e-10,1.2484963e-10,1.3138710e-10,1.3600125e-10,1.3882407e-10,1.4001536e-10,1.3974895e-10,1.3820840e-10,1.3558002e-10
8.6,2.5075442e-19,1.7547090e-17,5.0663194e-16,7.2490630e-15,5.9427802e-14,3.1320960e-13,1.1638888e-12,3.2833683e-12,7.4586381e-12,1.4295170e-11,2.3973247e-11,3.6165416e-11,5.0134247e-11,6.4936933e-11,7.9633812e-11,9.3438742e-11,1.0578497e-10,1.1631027e-10,1.2484944e-10,1.3138692e-10,1.3600109e-10,1.3882392e-10,1.4001524e-10,1.3974884e-10,1.3820831e-10,1.3557995e-10
8.8,2.5077811e-19,1.7548679e-17,5.0667452e-16,7.2496094e-15,5.9431671e-14,3.1322653e-13,1.1639391e-12,3.2834776e-12,7.4588209e-12,1.4295413e-11,2.3973503e-11,3.6165626e-11,5.0134358e-11,6.4936920e-11,7.9633681e-11,9.3438517e-11,1.0578468e-10,1.1630996e-10,1.2484913e-10,1.3138663e-10,1.3600082e-10,1.3882369e-10,1.4001504e-10,1.3974868e-10,1.3820817e-10,1.3557983e-10
9.0,2.5081545e-19,1.7551182e-17,5.0674164e-16,7.2504707e-15,5.9437771e-14,3.1325324e-13,1.1640185e-12,3.2836501e-12,7.4591095e-12,1.4295795e-11,2.3973909e-11,3.6165958e-11,5.0134534e-11,6.4936901e-11,7.9633473e-11,9.3438161e-11,1.0578423e-10,1.1630947e-10,1.2484864e-10,1.3138617e-10,1.3600041e-10,1.3882333e-10,1.4001473e-10,1.3974841e-10,1.3820794e-10,1.3557964e-10
9.2,2.5087408e-19,1.7555113e-17,5.0684710e-16,7.2518246e-15,5.9447365e-14,3.1329527e-13,1.1641434e-12,3.2839218e-12,7.4595641e-12,1.4296398e-11,2.3974547e-11,3.6166481e-11,5.0134812e-11,6.4936871e-11,7.9633145e-11,9.3437599e-11,1.0578352e-10,1.1630870e-10,1.2484786e-10,1.3138544e-10,1.3599975e-10,1.3882275e-10,1.4001423e-10,1.3974799e-10,1.3820759e-10,1.3557935e-10
