       8       7      18.6718      26      30
26,5.50,5.60,5.70,5.80,5.90,6.00,6.10,6.20,6.30,6.40,6.50,6.60,6.70,6.80,6.90,7.00,7.10,7.20,7.30,7.40,7.50,7.60,7.70,7.80,7.90,8.00
7.0,2.1108874e-24,2.8050875e-22,1.3253068e-20,2.7488151e-19,2.9581771e-18,1.8858303e-17,7.9102395e-17,2.3728485e-16,5.4393834e-16,1.0051855e-15,1.5645185e-15,2.1228972e-15,2.5801265e-15,2.8682822e-15,2.9617785e-15,2.8697157e-15,2.6300176e-15,2.3004096e-15,1.9358285e-15,1.5786218e-15,1.2558370e-15,9.8095697e-16,7.5744007e-16,5.8194268e-16,4.4626847e-16,3.4208953e-16
7.2,2.0555915e-24,2.7302564e-22,1.2892786e-20,2.6726638e-19,2.8746460e-18,1.8315165e-17,7.6774449e-17,2.3012682e-16,5.2709695e-16,9.7330988e-16,1.5139754e-15,2.0534867e-15,2.4952647e-15,2.7737322e-15,2.8639699e-15,2.7743845e-15,2.5414619e-15,2.2212916e-15,1.8672837e-15,1.5206145e-15,1.2075914e-15,9.4132014e-16,7.2514247e-16,5.5575942e-16,4.2509911e-16,3.2498827e-16
7.4,2.0556480e-24,2.7303327e-22,1.2893152e-20,2.6727408e-19,2.8747301e-18,1.8315709e-17,7.6776773e-17,2.3013393e-16,5.2711362e-16,9.7334131e-16,1.5140250e-15,2.0535546e-15,2.4953475e-15,2.7738241e-15,2.8640646e-15,2.7744766e-15,2.5415472e-15,2.2213676e-15,1.8673493e-15,1.5206699e-15,1.2076373e-15,9.4135782e-16,7.2517312e-16,5.5578421e-16,4.2511913e-16,3.2500442e-16
7.6,2.0557375e-24,2.7304535e-22,1.2893731e-20,2.6728628e-19,2.8748634e-18,1.8316572e-17,7.6780455e-17,2.3014521e-16,5.2714003e-16,9.7339111e-16,1.5141037e-15,2.0536622e-15,2.4954786e-15,2.7739697e-15,2.8642147e-15,2.7746224e-15,2.5416822e-15,2.2214879e-15,1.8674533e-15,1.5207577e-15,1.2077102e-15,9.4141754e-16,7.2522168e-16,5.5582351e-16,4.2515085e-16,3.2503000e-16
7.8,2.0558794e-24,2.7306449e-22,1.2894650e-20,2.6730561e-19,2.8750746e-18,1.8317939e-17,7.6786289e-17,2.3016307e-16,5.2718189e-16,9.7347002e-16,1.5142283e-15,2.0538328e-15,2.4956863e-15,2.7742004e-15,2.8644525e-15,2.7748535e-15,2.5418963e-15,2.2216786e-15,1.8676181e-15,1.5208968e-15,1.2078256e-15,9.4151218e-16,7.2529864e-16,5.5588579e-16,4.2520111e-16,3.2507054e-16
8.0,2.0561040e-24,2.7309481e-22,1.2896104e-20,2.6733624e-19,2.8754090e-18,1.8320104e-17,7.6795530e-17,2.3019137e-16,5.2724820e-16,9.7359504e-16,1.5144258e-15,2.0541030e-15,2.4960155e-15,2.7745659e-15,2.8648294e-15,2.7752197e-15,2.5422355e-15,2.2219808e-15,1.8678792e-15,1.5211173e-15,1.2080086e-15,9.4166215e-16,7.2542061e-16,5.5598448e-16,4.2528077e-16,3.2513480e-16
8.2,2.0564597e-24,2.7314282e-22,1.2898408e-20,2.6738473e-19,2.8759387e-18,1.8323534e-17,7.6810167e-17,2.3023619e-16,5.2735323e-16,9.7379306e-16,1.5147386e-15,2.0545310e-15,2.4965370e-15,2.7751449e-15,2.8654265e-15,2.7757999e-15,2.5427728e-15,2.2224596e-15,1.8682929e-15,1.5214666e-15,1.2082984e-15,9.4189979e-16,7.2561386e-16,5.5614087e-16,4.2540700e-16,3.2523661e-16
8.4,2.0570226e-24,2.7321879e-22,1.2902053e-20,2.6746148e-19,2.8767771e-18,1.8328962e-17,7.6833338e-17,2.3030715e-16,5.2751953e-16,9.7410661e-16,1.5152340e-15,2.0552088e-15,2.4973629e-15,2.7760620e-15,2.8663721e-15,2.7767188e-15,2.5436240e-15,2.2232180e-15,1.8689483e-15,1.5220199e-15,1.2087576e-15,9.4227627e-16,7.2592005e-16,5.5638866e-16,4.2560701e-16,3.2539794e-16
8.6,2.0579126e-24,2.7333893e-22,1.2907818e-20,2.6758287e-19,2.8781032e-18,1.8337550e-17,7.6869995e-17,2.3041942e-16,5.2778267e-16,9.7460282e-16,1.5160180e-15,2.0562817e-15,2.4986702e-15,2.7775139e-15,2.8678694e-15,2.7781738e-15,2.5449719e-15,2.2244191e-15,1.8699863e-15,1.5228963e-15,1.2094849e-15,9.4287262e-16,7.2640507e-16,5.5678118e-16,4.2592386e-16,3.2565352e-16
8.8,2.0593178e-24,2.7352862e-22,1.2916922e-20,2.6777460e-19,2.8801983e-18,1.8351119e-17,7.6927928e-17,2.3059688e-16,5.2819869e-16,9.7538741e-16,1.5172578e-15,2.0579787e-15,2.5007382e-15,2.7798108e-15,2.8702385e-15,2.7804764e-15,2.5471051e-15,2.2263202e-15,1.8716295e-15,1.5242838e-15,1.2106365e-15,9.4381691e-16,7.2717314e-16,5.5740281e-16,4.2642569e-16,3.2605834e-16
9.0,2.0615315e-24,2.7382752e-22,1.2931270e-20,2.6807685e-19,2.8835019e-18,1.8372522e-17,7.7019333e-17,2.3087696e-16,5.2885541e-16,9.7662629e-16,1.5192159e-15,2.0606594e-15,2.5040059e-15,2.7834411e-15,2.8739835e-15,2.7841170e-15,2.5504786e-15,2.2293271e-15,1.8742288e-15,1.5264790e-15,1.2124588e-15,9.4531135e-16,7.2838884e-16,5.5838684e-16,4.2722015e-16,3.2669929e-16
9.2,2.0650067e-24,2.7429688e-22,1.2953810e-20,2.6855186e-19,2.8886960e-18,1.8406187e-17,7.7163174e-17,2.3131788e-16,5.2988972e-16,9.7857826e-16,1.5223023e-15,2.0648865e-15,2.5091603e-15,2.7891694e-15,2.8798948e-15,2.7898653e-15,2.5558066e-15,2.2340774e-15,1.8783364e-15,1.5299487e-15,1.2153398e-15,9.4767448e-16,7.3031157e-16,5.5994345e-16,4.2847709e-16,3.2771350e-16
9.4,2.0704328e-24,2.7503005e-22,1.2989038e-20,2.6929476e-19,2.8968250e-18,1.8458912e-17,7.7388601e-17,2.3200937e-16,5.3151285e-16,9.8164336e-16,1.5271517e-15,2.0715319e-15,2.5172681e-15,2.7981848e-15,2.8892031e-15,2.7989212e-15,2.5642044e-15,2.2415680e-15,1.8848160e-15,1.5354243e-15,1.2198878e-15,9.5140629e-16,7.3334885e-16,5.6240307e-16,4.3046372e-16,3.2931688e-16
9.6,2.0788329e-24,2.7616585e-22,1.3043661e-20,2.7044783e-19,2.9094558e-18,1.8540925e-17,7.7739629e-17,2.3308725e-16,5.3404552e-16,9.8643072e-16,1.5347332e-15,2.0819306e-15,2.5299666e-15,2.8123167e-15,2.9038059e-15,2.8131391e-15,2.5773985e-15,2.2533449e-15,1.8950099e-15,1.5440438e-15,1.2270511e-15,9.5728712e-16,7.3813750e-16,5.6628271e-16,4.3359859e-16,3.3184795e-16
